Link,Tiêu đề,Địa chỉ,Loại hình,Mức giá,Giá/m²,Số phòng ngủ,Quận,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số toilet,Pháp lý,Latitude,Longitude,Tỉnh/Thành
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tu-xuong-phuong-vo-thi-sau/-tai-quan-3-ho-chi-minh-gia-cuc-chat-92-ty-125-m2-pr43219813,"Nhà riêng tại đường Tú Xương, Quận 3, Hồ Chí Minh, 7mx20m giá cực chất 92 tỷ, 119,3m2","Đường Tú Xương, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Nhà riêng,92 tỷ,"~771,16 triệu/m²",8 phòng,Quận 3,"119,3 m²",,20 m,,,4 tầng,,Sổ đỏ/ Sổ hồng.,10.7804649221356,106.686257124105,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-huu-2-prj-mega-village/chinh-chu-ban-can-tho-5x15m-gia-tot-t-trong-khu-goi-ngay-o982667473-pr33906590,Chính chủ bán nhà phố Mega Village 5x15m. Không đối nhà. Sổ hồng riêng. Gọi 0982 667 *** Mr Phan Điền,"Dự án Mega Village, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Biệt thự/Liền kề,8 tỷ,"~106,67 triệu/m²",3 phòng,Quận 9,75 m²,5 m,20 m,Tây - Bắc,Tây - Bắc,3 tầng,,Sổ đỏ/ Sổ hồng,10.7847099304199,106.79044342041,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-nha-rieng-duong-160-phuong-tang-nhon-phu-a/bn-gp-3-dep-lung-linh-ngy-trung-tm-80m2-gi-7-ty-pr43179344,"Bán gấp nhà 3 tầng đẹp lung linh ngay trung tâm Tăng Nhơn Phú A, 72.1m2 giá 7 tỷ","Đường 160, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",Nhà riêng,7 tỷ,"~97,09 triệu/m²",4 phòng,Quận 9,"72,1 m²",,,,,3 tầng,,Sổ đỏ/ Sổ hồng,10.8376424483315,106.790499122963,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-nha-rieng-duong-trinh-dinh-trong-phuong-phu-trung/ban-van-phong-cong-ty-86-58-quan-tan-pr42834373,BÁN NHÀ - VĂN PHÒNG HẺM XE HƠI LÔ GÓC ĐẸP DIỆN TÍCH KHỦNG TRỊNH ĐÌNH TRỌNG TÂN PHÚ,"86/58 Đường Trịnh Đình Trọng, Phường Phú Trung, Tân Phú, Hồ Chí Minh",Nhà riêng,"11,8 tỷ","~84,29 triệu/m²",2 phòng,,140 m²,"4,8 m",4 m,Tây,,1 tầng,,Sổ đỏ/ Sổ hồng,10.7765579040721,106.644336814972,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/-toan-bo-gio-hang-4-block-gia-sieu-tot-view-song-trieu-do-2pn-68m2-3-2ty-xem-24-7-pr41036963,"(Toàn bộ giỏ hàng 4 block căn góc 2PN 68m2) Q7 Riverside giá siêu tốt, view sông 3tỷ 0939 720 ***","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Căn hộ chung cư,3 tỷ,"~44,12 triệu/m²",2 phòng,Quận 7,68 m²,,,,,,,Hợp đồng mua bán,10.7182770922143,106.742030670427,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/ro-si-dot-1-du-an-gia-53-trieu-m2-102-toan-theo-tien-do-den-2029-chiet-khau-8-pr43268498,Rổ sỉ đợt 1 dự án Elysian giá 53 triệu/m2 (102%). Thanh toán theo tiến độ đến 2029. Chiết khấu 8%,"Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"4,2 tỷ","~52,5 triệu/m²",2 phòng,Quận 9,80 m²,,,,,,,Hợp đồng mua bán,10.8264079408901,106.818551873163,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-grand-marina-saigon/bo-phan-chuyen-nhuong-update-ban-3pn-117m2-53t-ty-gia-tot-cuoi-cung-pr43277799,Bộ phận chuyển nhượng căn hộ Grand Marina Saigon update bán căn 3PN -117m2- 53 tỷ giá tốt cuối cùng,"Dự án Grand Marina Saigon, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",Căn hộ,53 tỷ,"~452,99 triệu/m²",3 phòng,Quận 1,117 m²,,,,,,,Sổ đỏ/ Sổ hồng,10.7785288561093,106.706720793124,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/cap-nhat-moi-nhat-gio-hang-1-2-3-4pn-lm81-penhouse-gia-re-nhat-thi-truong-lh-pr42990046,"Cập nhật T6/2025 - 1, 2, 3, 4PN, LM81, Penthouse - Giá rẻ nhất thị trường LH: 0909 106 ***","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,"11,5 tỷ","~91,27 triệu/m²",3 phòng,Bình Thạnh,126 m²,,,,,,,Sổ đỏ/ Sổ hồng,10.7946298989502,106.721546769002,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-an-phu/pkd-se-mes-b-gap-2pn-td-gia-chi-6-5-ty-re-nhat-tro-vay-70-pr43209130,"Rẻ nhất dự án để đầu tư - Căn 2PN Masteri An Phú giá chỉ 6,5 tỷ - Hỗ trợ vay 80% - Dòng tiền sẵn","Dự án Masteri An Phú, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Căn hộ chung cư,"6,5 tỷ","~87,84 triệu/m²",2 phòng,Quận 2,74 m²,,,Đông - Nam,Đông - Nam,,,Sổ đỏ/ Sổ hồng,10.801035476444964,106.73798058633325,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-the-landmark-81-vinhomes-central-park/hot-ra-nhanh-trong-thang-1pn-lm81-gia-dung-7-9-ty-thu-ve-view-dep-full-noi-that-co-so-pr43275068,"Hot! Ra nhanh trong tháng căn 1PN LP-28.OT03 giá 5 tỷ 390 btp view thành phố , full nội thất","Dự án The Landmark 81, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,"5,39 tỷ","~101,7 triệu/m²",1 phòng,Bình Thạnh,53 m²,,,,,,,Sổ đỏ/ Sổ hồng,10.79899161607285,106.71965792644342,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/deal-hot-3pn-vong-cung-pkd-bason-cap-nhat-gio-hang-gia-re-nhat-thi-truong-1pn2pn3pn4pn-t06-2025-pr43273872,Deal hot 3PN vòng cung PKD bason cập nhật giỏ hàng giá rẻ nhất thị trường 1PN2PN3PN4PN T06/2025,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",Căn hộ chung cư,"34,8 tỷ","~287,6 triệu/m²",3 phòng,Quận 1,121 m²,,,Đông - Nam,Đông - Nam,,,Sổ đỏ/ Sổ hồng,10.78408021777962,106.7035231323138,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-thu-thiem-prj-empire-city-thu-thiem/nam-full-gio-hang-dang-ban-tai-1pn-2pn-3pn-4pn-moi-nhat-cam-ket-gia-re-nhat-thi-truong-pr43020217,Nắm full giỏ hàng đang bán tại Empire City 1PN-2PN-3PN-4PN mới nhất. Cam kết giá rẻ nhất thị trường,"Empire City Thủ Thiêm, Mai Chí Thọ, Thủ Thiêm, Quận 2, Hồ Chí Minh",Căn hộ chung cư,"9,9 tỷ","~154,69 triệu/m²",1 phòng,Quận 2,64 m²,,,,,,,Hợp đồng mua bán,10.7692830742006,106.71657898315,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-prj-the-beverly-vinhomes-grand-park/gia-chu-ban-gap-1pn-view-truc-dien-cong-vien-pr43272930,GIA CHỦ CẦN BÁN GẤP CĂN BEVERLY 1PN+ VIEW TRỰC DIỆN CÔNG VIÊN,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"4,14 tỷ","~76,81 triệu/m²",1 phòng,Quận 9,"53,9 m²",,,,Đông - Nam,,,,10.843657064542583,106.84541124472527,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-thanh-my-prj-vinhomes-grand-park/dang-ban-gap-cac-1pn-1-2pn-gia-chi-tu-3-ty-pr43269736,Đang cần bán gấp các căn hộ 1PN + 1 & 2PN - Giá chỉ từ 2.6 tỷ,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Căn hộ,"2,6 tỷ","~44,07 triệu/m²",2 phòng,Quận 9,59 m²,,,,,,,,10.841741064151433,106.84051655312233,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/-ban-4pn-tai-vinmes-quan-binh-thanh-tp-hcm-pr43271474,"Cần bán căn hộ 4PN tại Vinhomes Central Park Quận Bình Thạnh, TP. HCM","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ,23 tỷ,"~149,74 triệu/m²",4 phòng,Bình Thạnh,"153,6 m²",,,,Đông - Nam,,,Hợp đồng mua bán,10.795062693970895,106.72051652213186,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-co-thach-phuong-an-khanh-prj-the-river-thu-thiem/gio-hang-doc-quyen-hon-99-view-dep-nhat-gia-tot-nhat-thi-truong-pr40790843,"Giỏ hàng độc quyền hơn 99 căn The River Thủ Thiêm sổ hồng, view đẹp nhất, giá tốt nhất thị trường","Dự án The River Thủ Thiêm, Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh",Căn hộ chung cư,11 tỷ,"~117,02 triệu/m²",2 phòng,Quận 2,94 m²,,,Tây - Nam,Đông - Bắc,,,Sổ đỏ/ Sổ hồng,10.7824411392212,106.719352722168,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-thu-thiem-prj-empire-city-thu-thiem/tin-that-100-cap-nhat-top-moi-t6-2025-du-loai-hinh-png-ngu-gia-ban-tot-nhat-city-pr43141988,"Tin thật 100%- cập nhật top căn hộ mới T6/2025 đủ loại hình phòng ngủ, giá bán tốt nhất Empire City","Empire City Thủ Thiêm, Mai Chí Thọ, Thủ Thiêm, Quận 2, Hồ Chí Minh",Căn hộ,"14,9 tỷ","~161,96 triệu/m²",2 phòng,Quận 2,92 m²,,,Đông,Đông - Bắc,,,Hợp đồng mua bán,10.7702171903307,106.716021810825,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/elyisan-by-gamuda-land-gio-hang-da-dang-xin-payment-50-nhan-nha-cuc-hiem-pr42996356,Elyisan By Gamuda Land giỏ hàng đa dạng căn Block C giai đoạn đầu giá tốt nhất thị trường,"Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Căn hộ chung cư,4 tỷ,"~51,94 triệu/m²",2 phòng,Quận 9,77 m²,,,Đông,Tây,,,Hợp đồng mua bán,10.8268709919381,106.818411211032,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/penthouse-332-gamuda-land-tuyet-pham-xanh-giua-long-quan-9-so-luong-gioi-han-pr43270356,Penthouse 332 Elysian Gamuda Land tuyệt phẩm xanh giữa lòng Quận 9 - siêu phẩm giới hạn,"Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Căn hộ chung cư,20 tỷ,"~60,24 triệu/m²",,Quận 9,332 m²,,,,,,,Hợp đồng mua bán,10.82723066447209,106.81844148388782,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-nguyen-giap-phuong-an-phu-prj-lumiere-riverside/tin-gia-that-em-hiep-chuyen-mua-ban-quan-2-pr41007787,"Tin giá thật. Em Hiệp chuyên bán căn hộ Lumiere Riverside, Quận 2. Đã có sổ hồng","Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ,"9,3 tỷ",~124 triệu/m²,2 phòng,Quận 2,75 m²,,,,,,,Đã có sổ.,10.8042373633798,106.749483349356,Thành phố Hồ Chí Minh
